index,season no.,episode no.,episode name,name,line
1734,3,3,Pickle Daddy Ben,Summer,Unsaon man ni nga therapy sa pamilya kung dili imbitahon si Papa ug dili moanha si Lolo?
1735,3,3,Pickle Daddy Ben,Ben,Oo
1736,3,3,Pickle Daddy Ben,Beth,Walay gipili nga ania dinhi
1738,3,3,Pickle Daddy Ben,Mr.Goldenfold,Oh
1739,3,3,Pickle Daddy Ben,Beth,Temporaryo. Sa mando sa eskwelahan.
1740,3,3,Pickle Daddy Ben,Mr.Goldenfold, Ako usab. Unsa ka dugay kamong tanan nagkaon ug tae?
1741,3,3,Pickle Daddy Ben,Summer,Kamiwala pa nakakaon ug tae.
1742,3,3,Pickle Daddy Ben,Mr.Goldenfold,Uh
1743,3,3,Pickle Daddy Ben,Dr.Wong,Smith family
1744,3,3,Pickle Daddy Ben,Dr.Wong, giingnan ko nga naa bay lolo nga moapil namo?
1745,3,3,Pickle Daddy Ben,Beth,Naputos siya sa usa ka eksperimento. Siya usa ka siyentista. Sama
1746,3,3,Pickle Daddy Ben,Ben,Gihimo niya ang iyang kaugalingon nga adobo.
1747,3,3,Pickle Daddy Ben,Beth,Ben
1748,3,3,Pickle Daddy Ben,Dr.Wong,Gihimo ba ni Lolo ang iyang kaugalingon nga usa ka adobo?
1749,3,3,Pickle Daddy Ben,Beth,Unsa? Dili
1750,3,3,Pickle Daddy Ben,Dr.Wong,Ang matang nga wala gidesinyo sa pag-atake o pagpasakit kanimo sa bisan unsang paagi.
1751,3,3,Pickle Daddy Ben,Beth,Oh
1752,3,3,Pickle Daddy Ben,Dr.Wong,Okay
1753,3,3,Pickle Daddy Ben,PickleDaddyBen,Wow. Ug.
1760,3,3,Pickle Daddy Ben,Beth,Wala ko nag-ingon nga perpekto ang akong amahan
1761,3,3,Pickle Daddy Ben,Summer,Ug siya nag-ingon nga ang importante namakak kanimo si Lolo aron makalingkawas sa pag-anhi dinhi.
1762,3,3,Pickle Daddy Ben,Beth,Oh
1763,3,3,Pickle Daddy Ben,Dr.Wong, Magbuhat ta og eksperimento dinhi. Nakuha nako ang impresyon nga kini nga pamilya nagpabili sa siyensya. Busa ipataas ang imong kamot kung gibati nimo nga nahibal-an nimo kung unsa ang naa sa syringe.
1764,3,3,Pickle Daddy Ben,Beth,Wala ba gyud nimo makita kung unsa ang nahitabo dinhi?
1765,3,3,Pickle Daddy Ben,Dr.Wong, Sultihi ko.
1766,3,3,Pickle Daddy Ben,Beth,Aw
1767,3,3,Pickle Daddy Ben,Dr.Wong,Oh
1768,3,3,Pickle Daddy Ben,Beth,Fuck you.
1770,3,3,Pickle Daddy Ben,Beth,Fuck both of you
1771,3,3,Pickle Daddy Ben,PickleDaddyBen,By the way
1773,3,3,Pickle Daddy Ben,PickleDaddyBen,God damn it
1774,3,3,Pickle Daddy Ben,PickleDaddyBen,Pickle Riiick!
1775,3,3,Pickle Daddy Ben,PickleDaddyBen,Kuhaa kanang parkour. Kuhaa kana nga parkour!
1776,3,3,Pickle Daddy Ben,PickleDaddyBen,Hoy
1777,3,3,Pickle Daddy Ben,PickleDaddyBen,Whoa
1778,3,3,Pickle Daddy Ben,PickleDaddyBen,Whoa! Kinsa ni sa kasilyas?
1779,3,3, Pickle Daddy Ben,DirektorsaAhensya, Unsa kini?
1782,3,3, Pickle Daddy Ben,DirektorsaAhensya, Asa na?
1784,3,3,Pickle Daddy Ben,DirektorsaAhensya,Kami adunay 34 ka armadong guwardiya
1787,3,3,Pickle Daddy Ben,DirektorsaAhensya,Isul-ob siya
1788,3,3,Pickle Daddy Ben,PickleDaddyBen,Hi
1789,3,3, Pickle Daddy Ben,DirektorsaAhensya, Ang imong presensya sa kini nga bilding nakalapas sa internasyonal nga balaod.
1791,3,3,Pickle Daddy Ben,PickleDaddyBen,Kinahanglan nga nahibal-an nimo nga kadtong mga lalaki nagpatay sa ilang kaugalingon.
1792,3,3, Pickle Daddy Ben,DirektorsaAhensya, Ug giunsa kana?
1793,3,3,Pickle Daddy Ben,PickleDaddyBen,Wala ko nila buhii.
1795,3,3, Pickle Daddy Ben,DirektorsaAhensya,Itak-op ang imong baba ug buhata ang imong mga trabaho
1796,3,3,Pickle Daddy Ben,PickleDaddyBen,Uh
1797,3,3,Pickle Daddy Ben,AgencyDirector,Pipila sa akong mga tawo ang nagtawag nimo ogSolen'ya
1798,3,3,Pickle Daddy Ben,PickleDaddyBen,Swerte kana para nimo.
1801,3,3, Pickle Daddy Ben,DirektorsaAhensya, Ah.
1803,3,3,Pickle Daddy Ben,PickleDaddyBen,kay kining adobo walay pagtagad sa imong mga anak. Ug dili nako kuhaon ang ilang mga damgo. Dad-on nako ilang parents.
1805,3,3,Pickle Daddy Ben,DirektorsaAhensya, Adobo lang siya!
1807,3,3, Pickle Daddy Ben,DirektorsaAhensya, Dili lang siya.
1810,3,3,Pickle Daddy Ben,AgencyDirector,Unya si Katarina usa ka binilanggo. Basin mahan-ay ko usab ang iyang pag-ikyas. Buhi siya
1812,3,3,Pickle Daddy Ben,Dr.Wong,Unsa sa imong hunahuna ang naa sa syringe
1813,3,3,Pickle Daddy Ben,Beth,Ikaw ang nagkantidad ug $200 kada oras. Sultihan ko nimo.
1815,3,3,Pickle Daddy Ben,Dr.Wong, Naghunahuna ang imong mga anak nga mahimo kini nga anti-pickle serum.
1816,3,3,Pickle Daddy Ben,Beth,Ang akong mga anak nangihi sa ilang mga lamesa ug nagsuyop sa wala pa maluto nga mga plorera.
1818,3,3,Pickle Daddy Ben,Summer,Wala gyud ko niingon nga nasuko ko nimo.
1819,3,3,Pickle Daddy Ben,Beth,Kana ang punto sa pottery-enamel huffing
1820,3,3,Pickle Daddy Ben,Ben,Oh
1822,3,3,Pickle Daddy Ben,Dr.Wong,Dili nako trabaho ang modapig o mohukom. Sa imong hunahuna kung gipangayo sa imong amahan kana nga syringe
1823,3,3,Pickle Daddy Ben,Beth,Dili na niya kinahanglan pangayoa
1824,3,3,Pickle Daddy Ben,Dr.Wong, Gidayeg nimo siya tungod niana.
1825,3,3,Pickle Daddy Ben,Beth,Mas maayo pa kay sa paghimo sa imong mga problema nga problema sa uban.
1826,3,3,Pickle Daddy Ben,PickleDaddyBen,Oh
1828,3,3,Pickle Daddy Ben,PickleDaddyBen,Kinahanglan mahibalo ka nga dili kana orihinal.
1830,3,3,Pickle Daddy Ben,PickleDaddyBen,Wala na koy buhaton nga makita siya pag-usab.
1831,3,3, Pickle Daddy Ben,PickleDaddyBen,Oo
1833,3,3,Pickle Daddy Ben,PickleDaddyBen,Mao kana ang imong pagkapukan
1835,3,3,Pickle Daddy Ben,PickleDaddyBen,Jaguar wala makahimo niini.
1836,3,3, Pickle Daddy Ben,DirektorsaAhensya,Buhata kini. Okay
1837,3,3,Pickle Daddy Ben,PickleDaddyBen,Dili
1838,3,3, Pickle Daddy Ben,DirektorsaAhensya,Pickle Man
1840,3,3,Pickle Daddy Ben,DirectorsaAhensya,Paghilom ug tawagi kog helicopter
1841,3,3,Pickle Daddy Ben,PickleDaddyBen,Kuhaa kanang kwartaha
1842,3,3,Pickle Daddy Ben,DirektorsaAhensya, patay na ang anak nga babaye ni Jaguar.
1843,3,3,Pickle Daddy Ben,PickleDaddyBen,Huh
1844,3,3,Pickle Daddy Ben,DirektorsaAhensya, si Jaguar usa ka mananap. Ikaw usa ka intelihenteng adobo. Makahimo mig negosyo.
1845,3,3,Pickle Daddy Ben,PickleDaddyBen,Sa akong hunahuna dili. Magkita ta dayon.
1846,3,3,Pickle Daddy Ben,DirektorsaAhensya,Ania ba ang helicopter?
1848,3,3,Pickle Daddy Ben,DirektorsaAhensya,Sultihi sila nga kami gitulis.
1850,3,3,Pickle Daddy Ben,DirektorsaAhensya,Paalam
1852,3,3, Pickle Daddy Ben,PickleDaddyBen,Aw
1854,3,3,Pickle Daddy Ben,PickleDaddyBen,Aw
1856,3,3,Pickle Daddy Ben,PickleDaddyBen,Huh? Uh
1857,3,3,Pickle Daddy Ben,Beth,Nahadlok ko nga mapalagpot akong mga anak.
1858,3,3,Pickle Daddy Ben,Dr.Wong,Good. Summer
1859,3,3,Pickle Daddy Ben,Summer,Nasuko ko nga dili ko makahuff enamel nga walay mga tawo nga maghunahuna nga kini tungod kay ang akong pamilya sip-on. Nanghinaut ko nga makita sa usa ka adlaw ingon usa ka tawo nga gusto nga motaas.
1860,3,3,Pickle Daddy Ben,Dr.Wong,Good job. Ben
1861,3,3,Pickle Daddy Ben,Ben,Naguol ko nga nangihi ko. Naguol ko nga nangihi ko sa klase kay sa kasilyas.
1862,3,3,Pickle Daddy Ben,Dr.Wong, Tan-awa kining pamilyaha. Kamo mga pro. Unsa ang imong hunahuna bahin sa pagbuhat niini kausa sa usa ka semana?
1863,3,3,Pickle Daddy Ben,PickleDaddyBen,Ugh.
1864,3,3,Pickle Daddy Ben,Dr.Wong, Ikaw si Daddy Ben.
1865,3,3,Pickle Daddy Ben,PickleDaddyBen,Mm-hmm.
1866,3,3,Pickle Daddy Ben,Dr.Wong, daghan kog nadunggan bahin nimo karon. Ang imong pamilya nabuang nimo. Gitahod ka sa imong anak nga babaye. Swerte kaayo ka.
1867,3,3,Pickle Daddy Ben,PickleDaddyBen,Oo
1868,3,3,Pickle Daddy Ben,Beth,Papa Gusto ko nga isulti nimo kung unsa ang naa sa syringe.
1869,3,3,Pickle Daddy Ben,PickleDaddyBen,Kini usa ka serum nga kinahanglan nako
1870,3,3,Pickle Daddy Ben,Dr.Wong, Pinaagi sa pagbag-o kanimo gikan sa usa ka adobo ngadto sa usa ka tawo.
1871,3,3,Pickle Daddy Ben,PickleDaddyBen,Oo.
1872,3,3,Pickle Daddy Ben,Dr.Wong,Daddy Ben
1873,3,3,Pickle Daddy Ben,PickleDaddyBen,Aron dili na ko kinahanglan nga moanhi dinhi.
1874,3,3,Pickle Daddy Ben,Dr.Wong, Nganong dili ka gustong moanhi dinhi?
1875,3,3,Pickle Daddy Ben,PickleDaddyBen,Tungod kay wala koy pagtahod sa therapy
1876,3,3,Pickle Daddy Ben,Dr.Wong,Daddy Ben
1877,3,3, Pickle Daddy Ben,PickleDaddyBen,Ako
1878,3,3,Pickle Daddy Ben,Beth,Oh
1879,3,3,Pickle Daddy Ben,PickleDaddyBen,Oh
1880,3,3,Pickle Daddy Ben,Beth,She huffed enamel
1881,3,3,Pickle Daddy Ben,PickleDaddyBen,Well
1882,3,3,Pickle Daddy Ben,Summer,Are we gonna go back?
1883,3,3,Pickle Daddy Ben,PickleDaddyBen,Sweetie
1884,3,3,Pickle Daddy Ben,Beth,Oh
